timestamp,experiment_type,algorithm,instance_name,instance_size,run_number,max_iterations,actual_iterations,time_budget_s,wall_time_s,tour_length,optimal_solution,ratio_to_best,num_threads,convergence_iteration,random_seed,speedup_ratio,efficiency,iterations_per_second
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,1,100,100,0.0,51.0,426.5210704414463,426,1.0012231700503433,1,55,1000,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,2,100,100,0.0,51.0,422.26839335708655,426,0.991240359993161,1,74,1002,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,3,100,100,0.0,51.0,426.89066233955566,426,1.0020907566656236,1,58,1004,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,4,100,100,0.0,51.0,429.78408297649787,426,1.0088828238884926,1,79,1006,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,5,100,100,0.0,51.0,425.2169115945898,426,0.9981617643065489,1,51,1008,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,6,100,100,0.0,51.0,425.0975179529088,426,0.9978814975420394,1,68,1010,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,7,100,100,0.0,51.0,414.4977440170813,426,0.9729993991011298,1,32,1012,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,8,100,100,0.0,51.0,418.7524384105417,426,0.9829869446256847,1,39,1014,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,9,100,100,0.0,51.0,423.9757057964756,426,0.9952481356724779,1,69,1016,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,10,100,100,0.0,51.0,418.8021753446467,426,0.9831036979921284,1,72,1018,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,11,100,100,0.0,51.0,450.05626901453235,426,1.0564701150575877,1,50,1020,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,12,100,100,0.0,51.0,436.94601317246054,426,1.02569486660202,1,42,1022,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,13,100,100,0.0,51.0,430.14292518330956,426,1.0097251764866422,1,39,1024,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,14,100,100,0.0,51.0,429.4632333455555,426,1.0081296557407406,1,51,1026,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,15,100,100,0.0,51.0,413.28269964853837,426,0.9701471822735642,1,50,1028,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,16,100,100,0.0,51.0,416.0836305932452,426,0.976722137542829,1,58,1030,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,17,100,100,0.0,51.0,425.2202721634904,426,0.9981696529659398,1,31,1032,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,18,100,100,0.0,51.0,429.6220297424733,426,1.0085024172358528,1,68,1034,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,19,100,100,0.0,51.0,419.78013585432393,426,0.9853993799397275,1,46,1036,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,20,100,100,0.0,51.0,407.71000345977296,426,0.9570657358210632,1,56,1038,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,21,100,100,0.0,51.0,426.79200814075784,426,1.0018591740393377,1,30,1040,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,22,100,100,0.0,51.0,416.7548156788234,426,0.9782976893869093,1,77,1042,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,23,100,100,0.0,51.0,425.836738138253,426,0.9996167561930821,1,77,1044,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,24,100,100,0.0,51.0,424.92991358388,426,0.9974880600560564,1,71,1046,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,25,100,100,0.0,51.0,434.690375883647,426,1.0203999433888427,1,59,1048,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,26,100,100,0.0,51.0,432.8943842007186,426,1.0161840004711704,1,43,1050,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,27,100,100,0.0,51.0,427.7439426196853,426,1.0040937620180406,1,71,1052,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,28,100,100,0.0,51.0,408.8993274102326,426,0.9598575760803583,1,67,1054,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,29,100,100,0.0,51.0,431.07674262940435,426,1.011917236219259,1,72,1056,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,30,100,100,0.0,51.0,421.5511345154901,426,0.9895566537922303,1,73,1058,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,31,100,100,0.0,51.0,438.25372489288844,426,1.0287646124246208,1,59,1060,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.842695,fixed_iterations,Serial_ACO_1,eil51,51,32,100,100,0.0,51.0,429.8526940304942,426,1.0090438827006907,1,44,1062,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.843696,fixed_iterations,Serial_ACO_1,eil51,51,33,100,100,0.0,51.0,420.91381179500473,426,0.9880605910680862,1,60,1064,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.843696,fixed_iterations,Serial_ACO_1,eil51,51,34,100,100,0.0,51.0,422.20858239078837,426,0.9910999586638225,1,74,1066,1.0,1.0,1.9607843137254901
2025-08-19T00:14:18.843696,fixed_iterations,Serial_ACO_1,eil51,51,35,100,100,0.0,51.0,420.83942611517534,426,0.9878859767961863,1,55,1068,1.0,1.0,1.9607843137254901
